"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"23-Oct-2024","EQ","481.00","483.30","479.50","481.80","480.70","480.35","480.88","528.50","399.35","1,01,62,570","4,88,70,14,877.45","1,30,143"
"22-Oct-2024","EQ","483.65","488.40","480.80","483.65","482.50","481.80","483.80","528.50","399.35","1,22,99,288","5,95,04,54,269.80","1,94,079"
"21-Oct-2024","EQ","486.70","487.60","477.35","486.70","483.10","483.65","483.40","528.50","399.35","73,95,274","3,57,48,75,531.85","1,35,775"
"18-Oct-2024","EQ","488.75","491.55","478.40","488.90","486.15","486.70","482.63","528.50","399.35","2,17,78,099","10,51,08,19,521.05","1,89,101"
"17-Oct-2024","EQ","495.00","495.00","488.00","493.20","489.00","488.90","490.71","528.50","399.35","73,85,299","3,62,40,29,088.45","1,06,788"
"16-Oct-2024","EQ","496.00","498.85","492.35","498.55","493.10","493.20","495.30","528.50","399.35","66,82,083","3,30,96,53,123.20","1,17,691"
"15-Oct-2024","EQ","498.00","499.40","494.50","496.95","498.00","498.55","497.33","528.50","399.35","80,37,662","3,99,73,96,320.95","1,18,170"
"14-Oct-2024","EQ","491.00","499.00","488.65","488.20","496.75","496.95","495.16","528.50","399.35","67,12,103","3,32,35,90,493.55","1,28,200"
"11-Oct-2024","EQ","493.00","493.95","487.40","492.05","488.95","488.20","489.06","528.50","399.35","1,43,94,986","7,03,99,78,268.90","1,58,339"
"10-Oct-2024","EQ","495.35","495.65","489.45","491.70","493.00","492.05","492.72","528.50","399.35","1,27,99,333","6,30,64,80,747.25","1,99,193"
"09-Oct-2024","EQ","509.80","509.80","490.55","507.95","492.50","491.70","499.12","528.50","399.35","2,39,52,459","11,95,51,85,952.75","2,78,280"
"08-Oct-2024","EQ","510.00","512.55","506.00","510.20","508.50","507.95","508.84","528.50","399.35","95,02,367","4,83,52,22,369.05","1,40,127"
"07-Oct-2024","EQ","507.00","514.95","506.75","503.55","510.00","510.20","511.03","528.50","399.35","1,64,79,772","8,42,16,88,874.45","2,16,682"
"04-Oct-2024","EQ","510.00","517.35","501.55","512.75","504.75","503.55","509.93","528.50","399.35","1,82,28,912","9,29,54,09,035.50","2,92,636"
"03-Oct-2024","EQ","508.55","515.70","508.10","516.20","511.75","512.75","512.47","528.50","399.35","1,58,70,147","8,13,29,38,477.90","2,27,553"
"01-Oct-2024","EQ","518.15","519.75","514.00","518.15","516.50","516.20","515.90","528.50","399.35","50,89,315","2,62,55,80,578.35","1,09,488"
"30-Sep-2024","EQ","520.60","524.35","514.05","522.70","518.25","518.15","518.56","528.50","399.35","1,05,31,347","5,46,11,48,445.10","1,63,844"
"27-Sep-2024","EQ","520.25","528.50","520.25","522.75","521.70","522.70","524.14","528.50","399.35","1,72,51,962","9,04,23,61,720.15","1,69,240"
"26-Sep-2024","EQ","517.65","523.75","517.00","517.55","522.25","522.75","521.19","523.75","399.35","1,54,89,991","8,07,31,86,016.75","2,03,237"
"25-Sep-2024","EQ","515.50","519.30","512.30","515.25","517.65","517.55","515.67","520.50","399.35","84,76,223","4,37,09,74,903.20","1,55,236"
"24-Sep-2024","EQ","517.00","517.80","514.15","516.95","515.50","515.25","515.47","520.50","399.35","67,55,320","3,48,21,95,547.40","1,21,014"
"23-Sep-2024","EQ","515.45","519.45","513.60","514.40","516.75","516.95","516.88","520.50","399.35","78,04,918","4,03,42,41,784.00","1,30,984"
"20-Sep-2024","EQ","512.00","517.35","508.00","508.25","514.15","514.40","513.97","520.50","399.35","2,38,08,194","12,23,67,58,568.15","2,31,527"
"19-Sep-2024","EQ","510.00","514.80","507.50","507.35","508.60","508.25","510.59","520.50","399.35","1,39,25,311","7,11,00,66,899.10","2,26,927"
"18-Sep-2024","EQ","507.85","512.40","505.10","507.75","506.75","507.35","509.15","520.50","399.35","54,29,619","2,76,45,06,352.10","98,908"
"17-Sep-2024","EQ","511.05","513.55","506.25","511.10","508.25","507.75","508.55","520.50","399.35","1,04,86,015","5,33,26,81,431.45","1,13,046"
"16-Sep-2024","EQ","515.90","517.00","509.70","513.85","509.95","511.10","513.15","520.50","399.35","75,31,604","3,86,48,31,357.30","80,552"
"13-Sep-2024","EQ","519.50","520.00","512.00","519.50","513.65","513.85","513.81","520.50","399.35","88,25,193","4,53,44,84,027.05","1,39,096"
"12-Sep-2024","EQ","515.10","520.50","508.55","514.35","518.05","519.50","515.60","520.50","399.35","1,83,77,550","9,47,54,61,095.90","2,08,255"
"11-Sep-2024","EQ","513.00","519.50","511.95","513.60","513.10","514.35","516.48","519.50","399.35","1,49,22,832","7,70,72,78,241.50","2,58,825"
"10-Sep-2024","EQ","511.90","515.00","508.75","511.75","512.90","513.60","512.86","515.95","399.35","1,09,11,995","5,59,63,26,541.20","1,73,370"
"09-Sep-2024","EQ","502.00","512.65","500.35","501.70","511.50","511.75","509.47","515.95","399.35","1,37,36,044","6,99,80,44,346.50","1,91,706"
"06-Sep-2024","EQ","512.00","512.00","497.15","511.20","502.45","501.70","502.20","515.95","399.35","1,37,16,752","6,88,85,30,757.30","2,26,806"
"05-Sep-2024","EQ","508.35","511.90","507.05","506.35","511.25","511.20","510.32","515.95","399.35","1,08,98,888","5,56,19,02,271.30","1,37,332"
"04-Sep-2024","EQ","500.00","510.05","499.95","509.40","507.45","506.35","506.14","515.95","399.35","84,14,967","4,25,91,22,977.75","1,44,592"
"03-Sep-2024","EQ","510.05","515.95","507.90","510.05","508.60","509.40","512.57","515.95","399.35","1,20,18,677","6,16,03,57,721.90","1,86,272"
"02-Sep-2024","EQ","504.00","512.90","503.30","501.90","509.85","510.05","509.98","512.90","399.35","1,58,85,469","8,10,12,52,606.15","2,15,525"
"30-Aug-2024","EQ","501.95","509.15","500.20","505.10","504.00","501.90","502.57","510.65","399.35","1,49,47,670","7,51,22,53,452.80","1,49,051"
"29-Aug-2024","EQ","498.00","507.70","497.35","497.30","505.00","505.10","503.72","510.65","399.35","1,86,70,632","9,40,48,44,586.20","2,03,893"
"28-Aug-2024","EQ","500.40","502.30","496.50","500.60","500.15","497.30","498.80","510.65","399.35","77,82,216","3,88,17,94,042.20","1,28,939"
"27-Aug-2024","EQ","507.55","507.60","500.00","505.70","500.40","500.60","502.17","510.65","399.35","79,54,114","3,99,43,35,939.60","1,23,723"
"26-Aug-2024","EQ","506.00","508.00","502.00","505.80","505.70","505.70","505.93","510.65","399.35","78,25,037","3,95,89,00,282.55","1,48,265"
"23-Aug-2024","EQ","505.05","506.95","499.95","504.55","505.40","505.80","504.20","510.65","399.35","78,91,446","3,97,88,80,053.35","1,08,800"
"22-Aug-2024","EQ","507.85","508.50","501.45","505.40","505.05","504.55","504.67","510.65","399.35","83,64,290","4,22,12,24,253.25","1,45,029"
"21-Aug-2024","EQ","500.00","509.00","499.05","498.80","505.80","505.40","505.03","510.65","399.35","84,74,830","4,28,00,48,280.45","1,21,930"
"20-Aug-2024","EQ","501.00","503.40","497.70","501.45","498.50","498.80","499.95","510.65","399.35","66,33,171","3,31,62,78,832.00","1,15,083"
"19-Aug-2024","EQ","504.75","509.30","499.60","502.65","499.95","501.45","504.39","510.65","399.35","1,01,98,725","5,14,41,20,039.10","1,66,648"
"16-Aug-2024","EQ","494.50","504.20","492.65","492.20","502.05","502.65","498.53","510.65","399.35","1,31,37,392","6,54,94,43,406.85","1,64,043"
"14-Aug-2024","EQ","491.95","499.00","489.90","490.00","492.55","492.20","494.04","510.65","399.35","92,53,598","4,57,16,25,348.00","1,50,643"
"13-Aug-2024","EQ","495.95","497.85","488.25","494.60","491.50","490.00","493.29","510.65","399.35","77,57,706","3,82,67,62,550.05","1,19,952"
"12-Aug-2024","EQ","492.00","500.00","492.00","495.90","494.40","494.60","497.04","510.65","399.35","90,76,097","4,51,11,89,537.95","1,33,143"
"09-Aug-2024","EQ","498.00","498.00","493.10","494.75","496.15","495.90","495.38","510.65","399.35","92,01,793","4,55,83,87,017.25","1,44,367"
"08-Aug-2024","EQ","494.00","498.00","492.50","492.65","494.15","494.75","494.99","510.65","399.35","2,05,58,134","10,17,59,99,936.05","2,50,724"
"07-Aug-2024","EQ","490.00","495.60","488.10","486.30","492.75","492.65","491.96","510.65","399.35","1,09,00,585","5,36,26,50,358.25","1,73,490"
"06-Aug-2024","EQ","486.25","491.70","484.05","486.00","487.80","486.30","487.52","510.65","399.35","1,37,22,855","6,69,01,15,892.10","1,65,576"
"05-Aug-2024","EQ","480.05","491.90","479.55","489.10","485.90","486.00","485.81","510.65","399.35","2,40,94,139","11,70,52,82,411.05","2,40,878"
"02-Aug-2024","EQ","484.80","499.45","484.80","493.70","488.85","489.10","491.08","510.65","399.35","2,13,20,064","10,46,99,40,924.65","2,53,754"
"01-Aug-2024","EQ","495.95","496.75","490.95","495.35","493.05","493.70","493.72","510.65","399.35","1,16,65,529","5,75,95,53,105.75","1,67,982"
"31-Jul-2024","EQ","492.45","497.95","490.50","489.90","495.50","495.35","494.03","510.65","399.35","1,15,38,215","5,70,02,70,817.40","1,84,885"
"30-Jul-2024","EQ","496.30","497.80","488.65","496.05","490.50","489.90","491.81","510.65","399.35","1,33,75,906","6,57,84,25,923.00","1,71,911"
"29-Jul-2024","EQ","505.50","506.20","494.05","502.20","496.25","496.05","498.40","510.65","399.35","1,24,96,895","6,22,84,64,277.80","1,59,533"
"26-Jul-2024","EQ","494.05","506.40","487.40","489.95","501.55","502.20","498.22","510.65","399.35","2,07,36,094","10,33,10,62,809.70","2,04,107"
"25-Jul-2024","EQ","490.00","496.00","484.65","494.05","490.20","489.95","490.32","510.65","399.35","1,78,78,994","8,76,63,83,593.60","2,27,325"
"24-Jul-2024","EQ","496.00","510.65","490.65","492.20","494.00","494.05","500.33","510.65","399.35","4,20,73,323","21,05,06,81,452.40","4,00,376"
"23-Jul-2024","EQ","466.55","497.40","466.40","466.55","496.95","492.20","483.29","499.70","399.35","5,40,44,423","26,11,89,22,052.35","4,99,337"
"22-Jul-2024","EQ","474.60","479.45","465.85","474.55","466.30","466.55","470.10","499.70","399.35","1,80,66,586","8,49,30,64,235.35","2,32,860"
"19-Jul-2024","EQ","471.00","479.40","469.40","470.25","473.15","474.55","474.65","499.70","399.35","2,49,77,373","11,85,53,89,560.85","2,68,257"
"18-Jul-2024","EQ","463.00","470.90","462.65","465.55","470.50","470.25","467.91","499.70","399.35","2,10,94,737","9,87,03,74,413.50","1,96,712"
"16-Jul-2024","EQ","463.45","466.75","461.40","463.40","465.70","465.55","464.53","499.70","399.35","1,29,96,711","6,03,73,70,502.75","1,37,391"
"15-Jul-2024","EQ","459.05","466.45","457.20","459.05","462.05","463.40","462.88","499.70","399.35","1,62,51,032","7,52,23,28,040.60","1,54,358"
"12-Jul-2024","EQ","458.65","463.25","455.85","458.65","459.05","459.05","458.95","499.70","399.35","1,89,62,800","8,70,30,17,234.70","2,15,367"
"11-Jul-2024","EQ","450.00","459.50","448.70","451.45","458.60","458.65","456.02","499.70","399.35","1,88,31,345","8,58,74,37,642.70","2,83,781"
"10-Jul-2024","EQ","453.70","455.35","446.50","452.60","450.30","451.45","450.95","499.70","399.35","1,16,18,210","5,23,92,57,713.55","1,55,469"
"09-Jul-2024","EQ","447.60","455.00","444.00","443.60","451.50","452.60","450.54","499.70","399.35","2,64,70,260","11,92,59,76,364.80","2,40,760"
"08-Jul-2024","EQ","435.15","444.55","433.65","433.65","443.80","443.60","439.76","499.70","399.35","2,05,21,107","9,02,44,61,950.65","1,94,693"
"05-Jul-2024","EQ","429.00","434.00","427.60","429.05","433.50","433.65","431.98","499.70","399.35","1,29,29,586","5,58,53,59,681.40","1,51,709"
